,QRef,Mean,Min,Max,Count,Avg
0,000MUSQ1,0.0,0,0,4,
1,000MUSQ10,0.0,0,0,4,
2,000MUSQ2,0.0,0,0,4,
3,000MUSQ3,0.0,0,0,4,
4,000MUSQ4,0.0,0,0,4,
5,000MUSQ5,0.0,0,0,4,
6,000MUSQ6,0.0,0,0,4,
7,000MUSQ7,0.0,0,0,4,
8,000MUSQ8,0.0,0,0,4,
9,000MUSQ9,0.0,0,0,4,
10,001CHRQ1,0.6956521739130435,0,2,23,0.34782608695652173
11,001CHRQ10,0.3333333333333333,0,1,9,0.3333333333333333
12,001CHRQ2,0.5,0,1,16,0.5
13,001CHRQ3,1.6875,0,2,16,0.84375
14,001CHRQ4,0.625,0,1,16,0.625
15,001CHRQ5,0.5,0,1,16,0.5
16,001CHRQ6,0.875,0,1,16,0.875
17,001CHRQ7,0.9375,0,1,16,0.9375
18,001CHRQ8,0.1875,0,1,16,0.1875
19,001CHRQ9,0.6875,0,1,16,0.6875
20,001DISQ1,1.0,1,1,21,1.0
21,001DISQ10,0.6666666666666666,0,1,9,0.6666666666666666
22,001DISQ2,1.0,1,1,15,1.0
23,001DISQ3,0.9333333333333333,0,1,15,0.9333333333333333
24,001DISQ4,0.8666666666666667,0,1,15,0.8666666666666667
25,001DISQ5,0.9333333333333333,0,1,15,0.9333333333333333
26,001DISQ6,0.6666666666666666,0,1,15,0.6666666666666666
27,001DISQ7,0.8666666666666667,0,1,15,0.8666666666666667
28,001DISQ8,0.8666666666666667,0,1,15,0.8666666666666667
29,001DISQ9,0.7333333333333333,0,1,15,0.7333333333333333
30,001HALQ1,0.76,0,1,25,0.76
31,001HALQ10,0.7777777777777778,0,1,9,0.7777777777777778
32,001HALQ2,0.8823529411764706,0,1,17,0.8823529411764706
33,001HALQ3,0.8823529411764706,0,2,17,0.4411764705882353
34,001HALQ4,0.7058823529411765,0,1,17,0.7058823529411765
35,001HALQ5,0.5882352941176471,0,1,17,0.5882352941176471
36,001HALQ6,0.11764705882352941,0,1,17,0.11764705882352941
37,001HALQ7,0.5882352941176471,0,1,17,0.5882352941176471
38,001HALQ8,0.8235294117647058,0,1,17,0.8235294117647058
39,001HALQ9,0.35294117647058826,0,1,17,0.35294117647058826
40,001TEDQ1,0.2857142857142857,0,1,7,0.2857142857142857
41,001TEDQ10,0.5714285714285714,0,1,7,0.5714285714285714
42,001TEDQ2,0.5714285714285714,0,1,7,0.5714285714285714
43,001TEDQ3,0.7142857142857143,0,1,7,0.7142857142857143
44,001TEDQ4,0.5714285714285714,0,1,7,0.5714285714285714
45,001TEDQ5,1.0,1,1,7,1.0
46,001TEDQ6,1.0,1,1,7,1.0
47,001TEDQ7,0.8571428571428571,0,1,7,0.8571428571428571
48,001TEDQ8,0.42857142857142855,0,1,7,0.42857142857142855
49,001TEDQ9,0.7142857142857143,0,2,7,0.35714285714285715
50,002CHRQ1,0.6521739130434783,0,1,23,0.6521739130434783
51,002CHRQ10,0.4444444444444444,0,1,9,0.4444444444444444
52,002CHRQ2,0.75,0,2,16,0.375
53,002CHRQ3,0.5625,0,1,16,0.5625
54,002CHRQ4,0.6875,0,1,16,0.6875
55,002CHRQ5,0.5,0,1,16,0.5
56,002CHRQ6,0.625,0,1,16,0.625
57,002CHRQ7,0.25,0,1,16,0.25
58,002CHRQ8,0.8125,0,2,16,0.40625
59,002CHRQ9,0.1875,0,1,16,0.1875
60,002DISQ1,0.6666666666666666,0,1,21,0.6666666666666666
61,002DISQ10,0.5555555555555556,0,1,9,0.5555555555555556
62,002DISQ2,0.9333333333333333,0,2,15,0.4666666666666667
63,002DISQ3,0.6,0,1,15,0.6
64,002DISQ4,0.8,0,1,15,0.8
65,002DISQ5,0.5333333333333333,0,1,15,0.5333333333333333
66,002DISQ6,0.9333333333333333,0,1,15,0.9333333333333333
67,002DISQ7,0.8,0,1,15,0.8
68,002DISQ8,0.7333333333333333,0,1,15,0.7333333333333333
69,002DISQ9,0.7333333333333333,0,1,15,0.7333333333333333
70,002GOTQ1,1.0,1,1,9,1.0
71,002GOTQ10,0.8888888888888888,0,1,9,0.8888888888888888
72,002GOTQ2,0.6666666666666666,0,1,9,0.6666666666666666
73,002GOTQ3,0.2222222222222222,0,1,9,0.2222222222222222
74,002GOTQ4,0.6666666666666666,0,1,9,0.6666666666666666
75,002GOTQ5,1.0,1,1,9,1.0
76,002GOTQ6,0.4444444444444444,0,1,9,0.4444444444444444
77,002GOTQ7,0.2222222222222222,0,1,9,0.2222222222222222
78,002GOTQ8,2.6666666666666665,0,3,9,0.8888888888888888
79,002GOTQ9,0.4444444444444444,0,1,9,0.4444444444444444
80,002HALQ1,0.8,0,1,25,0.8
81,002HALQ10,0.7777777777777778,0,1,9,0.7777777777777778
82,002HALQ2,0.5882352941176471,0,1,17,0.5882352941176471
83,002HALQ3,0.8235294117647058,0,1,17,0.8235294117647058
84,002HALQ4,0.4117647058823529,0,1,17,0.4117647058823529
85,002HALQ5,0.29411764705882354,0,1,17,0.29411764705882354
86,002HALQ6,0.35294117647058826,0,1,17,0.35294117647058826
87,002HALQ7,0.7058823529411765,0,1,17,0.7058823529411765
88,002HALQ8,0.5294117647058824,0,1,17,0.5294117647058824
89,002HALQ9,0.5882352941176471,0,1,17,0.5882352941176471
90,002TEDQ1,0.7142857142857143,0,1,7,0.7142857142857143
91,002TEDQ10,0.2857142857142857,0,1,7,0.2857142857142857
92,002TEDQ2,0.5714285714285714,0,1,7,0.5714285714285714
93,002TEDQ3,0.7142857142857143,0,1,7,0.7142857142857143
94,002TEDQ4,1.0,1,1,7,1.0
95,002TEDQ5,1.0,1,1,7,1.0
96,002TEDQ6,0.5714285714285714,0,1,7,0.5714285714285714
97,002TEDQ7,0.7142857142857143,0,1,7,0.7142857142857143
98,002TEDQ8,0.8571428571428571,0,1,7,0.8571428571428571
99,002TEDQ9,0.2857142857142857,0,1,7,0.2857142857142857
100,003DISQ1,0.7142857142857143,0,1,21,0.7142857142857143
101,003DISQ10,0.8888888888888888,0,1,9,0.8888888888888888
102,003DISQ2,0.6666666666666666,0,2,15,0.3333333333333333
103,003DISQ3,0.8666666666666667,0,1,15,0.8666666666666667
104,003DISQ4,0.6,0,1,15,0.6
105,003DISQ5,0.3333333333333333,0,1,15,0.3333333333333333
106,003DISQ6,0.6,0,1,15,0.6
107,003DISQ7,0.9333333333333333,0,1,15,0.9333333333333333
108,003DISQ8,1.9333333333333333,1,2,15,0.9666666666666667
109,003DISQ9,0.9333333333333333,0,1,15,0.9333333333333333
110,003GOTQ1,0.8888888888888888,0,1,9,0.8888888888888888
111,003GOTQ10,0.8888888888888888,0,1,9,0.8888888888888888
112,003GOTQ2,1.0,1,1,9,1.0
113,003GOTQ3,0.3333333333333333,0,1,9,0.3333333333333333
114,003GOTQ4,0.6666666666666666,0,1,9,0.6666666666666666
115,003GOTQ5,0.7777777777777778,0,1,9,0.7777777777777778
116,003GOTQ6,0.8888888888888888,0,1,9,0.8888888888888888
117,003GOTQ7,1.0,1,1,9,1.0
118,003GOTQ8,0.8888888888888888,0,1,9,0.8888888888888888
119,003GOTQ9,0.7777777777777778,0,1,9,0.7777777777777778
120,003HALQ1,0.64,0,1,25,0.64
121,003HALQ10,0.2222222222222222,0,1,9,0.2222222222222222
122,003HALQ2,0.29411764705882354,0,1,17,0.29411764705882354
123,003HALQ3,0.17647058823529413,0,1,17,0.17647058823529413
124,003HALQ4,0.4117647058823529,0,1,17,0.4117647058823529
125,003HALQ5,0.058823529411764705,0,1,17,0.058823529411764705
126,003HALQ6,0.17647058823529413,0,1,17,0.17647058823529413
127,003HALQ7,0.29411764705882354,0,1,17,0.29411764705882354
128,003HALQ8,0.4117647058823529,0,1,17,0.4117647058823529
129,003HALQ9,0.5882352941176471,0,1,17,0.5882352941176471
130,003TEDQ1,1.7142857142857142,0,2,7,0.8571428571428571
131,003TEDQ10,0.2857142857142857,0,1,7,0.2857142857142857
132,003TEDQ2,0.7142857142857143,0,1,7,0.7142857142857143
133,003TEDQ3,0.7142857142857143,0,1,7,0.7142857142857143
134,003TEDQ4,0.8571428571428571,0,1,7,0.8571428571428571
135,003TEDQ5,1.0,1,1,7,1.0
136,003TEDQ6,0.5714285714285714,0,1,7,0.5714285714285714
137,003TEDQ7,1.0,0,2,7,0.5
138,003TEDQ8,0.42857142857142855,0,1,7,0.42857142857142855
139,003TEDQ9,0.7142857142857143,0,1,7,0.7142857142857143
140,004DISQ1,0.9047619047619048,0,1,21,0.9047619047619048
141,004DISQ10,1.0,1,1,9,1.0
142,004DISQ2,0.8,0,1,15,0.8
143,004DISQ3,1.0,1,1,15,1.0
144,004DISQ4,0.8,0,1,15,0.8
145,004DISQ5,0.3333333333333333,0,1,15,0.3333333333333333
146,004DISQ6,0.7333333333333333,0,1,15,0.7333333333333333
147,004DISQ7,0.8666666666666667,0,1,15,0.8666666666666667
148,004DISQ8,1.0,1,1,15,1.0
149,004DISQ9,1.0,1,1,15,1.0
150,004GOTQ1,0.8888888888888888,0,1,9,0.8888888888888888
151,004GOTQ10,0.6666666666666666,0,1,9,0.6666666666666666
152,004GOTQ2,0.8888888888888888,0,1,9,0.8888888888888888
153,004GOTQ3,0.6666666666666666,0,1,9,0.6666666666666666
154,004GOTQ4,0.8888888888888888,0,1,9,0.8888888888888888
155,004GOTQ5,0.7777777777777778,0,1,9,0.7777777777777778
156,004GOTQ6,0.3333333333333333,0,1,9,0.3333333333333333
157,004GOTQ7,0.6666666666666666,0,1,9,0.6666666666666666
158,004GOTQ8,0.6666666666666666,0,1,9,0.6666666666666666
159,004GOTQ9,0.7777777777777778,0,1,9,0.7777777777777778
160,004HALQ1,0.96,0,2,25,0.48
161,004HALQ10,0.1111111111111111,0,1,9,0.1111111111111111
162,004HALQ2,0.17647058823529413,0,1,17,0.17647058823529413
163,004HALQ3,0.17647058823529413,0,1,17,0.17647058823529413
164,004HALQ4,0.5882352941176471,0,1,17,0.5882352941176471
165,004HALQ5,0.29411764705882354,0,1,17,0.29411764705882354
166,004HALQ6,0.5882352941176471,0,1,17,0.5882352941176471
167,004HALQ7,0.29411764705882354,0,1,17,0.29411764705882354
168,004HALQ8,0.5882352941176471,0,1,17,0.5882352941176471
169,004HALQ9,0.23529411764705882,0,1,17,0.23529411764705882
170,004TEDQ1,0.8571428571428571,0,1,7,0.8571428571428571
171,004TEDQ10,0.5714285714285714,0,1,7,0.5714285714285714
172,004TEDQ2,0.5714285714285714,0,1,7,0.5714285714285714
173,004TEDQ3,0.2857142857142857,0,1,7,0.2857142857142857
174,004TEDQ4,0.7142857142857143,0,1,7,0.7142857142857143
175,004TEDQ5,0.7142857142857143,0,1,7,0.7142857142857143
176,004TEDQ6,0.0,0,0,7,
177,004TEDQ7,1.0,1,1,7,1.0
178,004TEDQ8,0.5714285714285714,0,1,7,0.5714285714285714
179,004TEDQ9,0.42857142857142855,0,1,7,0.42857142857142855
180,005GOTQ1,0.3333333333333333,0,1,9,0.3333333333333333
181,005GOTQ10,0.3333333333333333,0,1,9,0.3333333333333333
182,005GOTQ2,0.2222222222222222,0,1,9,0.2222222222222222
183,005GOTQ3,0.2222222222222222,0,1,9,0.2222222222222222
184,005GOTQ4,0.6666666666666666,0,1,9,0.6666666666666666
185,005GOTQ5,0.6666666666666666,0,1,9,0.6666666666666666
186,005GOTQ6,0.6666666666666666,0,1,9,0.6666666666666666
187,005GOTQ7,0.8888888888888888,0,1,9,0.8888888888888888
188,005GOTQ8,0.5555555555555556,0,1,9,0.5555555555555556
189,005GOTQ9,0.7777777777777778,0,1,9,0.7777777777777778
190,005PICQ1,0.7647058823529411,0,1,17,0.7647058823529411
191,005PICQ10,0.3333333333333333,0,1,9,0.3333333333333333
192,005PICQ2,0.7692307692307693,0,1,13,0.7692307692307693
193,005PICQ3,0.6923076923076923,0,1,13,0.6923076923076923
194,005PICQ4,0.23076923076923078,0,1,13,0.23076923076923078
195,005PICQ5,0.7692307692307693,0,1,13,0.7692307692307693
196,005PICQ6,0.7692307692307693,0,1,13,0.7692307692307693
197,005PICQ7,0.3076923076923077,0,1,13,0.3076923076923077
198,005PICQ8,0.6153846153846154,0,1,13,0.6153846153846154
199,005PICQ9,0.6153846153846154,0,1,13,0.6153846153846154
200,012PICQ1,0.9523809523809523,0,1,21,0.9523809523809523
201,012PICQ10,0.8888888888888888,0,1,9,0.8888888888888888
202,012PICQ2,0.7333333333333333,0,1,15,0.7333333333333333
203,012PICQ3,1.0,1,1,15,1.0
204,012PICQ4,0.6666666666666666,0,1,15,0.6666666666666666
205,012PICQ5,0.8666666666666667,0,1,15,0.8666666666666667
206,012PICQ6,1.0,1,1,15,1.0
207,012PICQ7,0.4,0,1,15,0.4
208,012PICQ8,1.0,1,1,15,1.0
209,012PICQ9,1.0,1,1,15,1.0
210,015PICQ1,0.88,0,1,25,0.88
211,015PICQ10,0.8888888888888888,0,1,9,0.8888888888888888
212,015PICQ2,0.7647058823529411,0,1,17,0.7647058823529411
213,015PICQ3,0.058823529411764705,0,1,17,0.058823529411764705
214,015PICQ4,0.7058823529411765,0,1,17,0.7058823529411765
215,015PICQ5,0.6470588235294118,0,1,17,0.6470588235294118
216,015PICQ6,0.8235294117647058,0,1,17,0.8235294117647058
217,015PICQ7,0.8235294117647058,0,2,17,0.4117647058823529
218,015PICQ8,0.8823529411764706,0,1,17,0.8823529411764706
219,015PICQ9,0.8823529411764706,0,1,17,0.8823529411764706
220,020PICQ1,0.5172413793103449,0,1,29,0.5172413793103449
221,020PICQ10,0.2,0,1,15,0.2
222,020PICQ2,0.09090909090909091,0,1,22,0.09090909090909091
223,020PICQ3,0.2727272727272727,0,1,22,0.2727272727272727
224,020PICQ4,0.3181818181818182,0,1,22,0.3181818181818182
225,020PICQ5,0.45454545454545453,0,1,22,0.45454545454545453
226,020PICQ6,0.8636363636363636,0,2,22,0.4318181818181818
227,020PICQ7,0.45454545454545453,0,1,22,0.45454545454545453
228,020PICQ8,0.3181818181818182,0,1,22,0.3181818181818182
229,020PICQ9,0.3181818181818182,0,1,22,0.3181818181818182
230,021PICQ1,0.7391304347826086,0,1,23,0.7391304347826086
231,021PICQ10,0.6666666666666666,0,1,9,0.6666666666666666
232,021PICQ2,0.625,0,1,16,0.625
233,021PICQ3,0.4375,0,1,16,0.4375
234,021PICQ4,0.3125,0,1,16,0.3125
235,021PICQ5,0.1875,0,1,16,0.1875
236,021PICQ6,0.3125,0,1,16,0.3125
237,021PICQ7,0.6875,0,1,16,0.6875
238,021PICQ8,0.5625,0,1,16,0.5625
239,021PICQ9,0.6875,0,1,16,0.6875
240,124MUSQ1,0.4896907216494845,0,1,194,0.4896907216494845
241,124MUSQ10,0.6790123456790124,0,1,162,0.6790123456790124
242,124MUSQ2,0.6629213483146067,0,1,178,0.6629213483146067
243,124MUSQ3,0.8764044943820225,0,1,178,0.8764044943820225
244,124MUSQ4,0.5393258426966292,0,1,178,0.5393258426966292
245,124MUSQ5,0.3595505617977528,0,1,178,0.3595505617977528
246,124MUSQ6,0.5617977528089888,0,1,178,0.5617977528089888
247,124MUSQ7,0.7078651685393258,0,1,178,0.7078651685393258
248,124MUSQ8,0.7865168539325843,0,1,178,0.7865168539325843
249,124MUSQ9,0.9213483146067416,0,1,178,0.9213483146067416
250,131CHRQ1,1.05,0,2,20,0.525
251,131CHRQ10,0.75,0,1,20,0.75
252,131CHRQ2,1.85,0,2,20,0.925
253,131CHRQ3,0.95,0,1,20,0.95
254,131CHRQ4,0.15,0,1,20,0.15
255,131CHRQ5,0.75,0,1,20,0.75
256,131CHRQ6,0.5,0,1,20,0.5
257,131CHRQ7,0.8,0,2,20,0.4
258,131CHRQ8,0.55,0,1,20,0.55
259,131CHRQ9,0.35,0,1,20,0.35
260,131MUSQ1,0.8518518518518519,0,2,27,0.42592592592592593
261,131MUSQ10,0.782608695652174,0,1,23,0.782608695652174
262,131MUSQ2,1.6,0,2,25,0.8
263,131MUSQ3,0.84,0,1,25,0.84
264,131MUSQ4,0.08,0,1,25,0.08
265,131MUSQ5,0.8,0,1,25,0.8
266,131MUSQ6,0.36,0,1,25,0.36
267,131MUSQ7,0.92,0,2,25,0.46
268,131MUSQ8,0.72,0,1,25,0.72
269,131MUSQ9,0.32,0,1,25,0.32
270,147CRYQ1,0.7333333333333333,0,1,15,0.7333333333333333
271,147CRYQ10,1.0,1,1,9,1.0
272,147CRYQ2,0.9166666666666666,0,1,12,0.9166666666666666
273,147CRYQ3,0.8333333333333334,0,1,12,0.8333333333333334
274,147CRYQ4,0.16666666666666666,0,1,12,0.16666666666666666
275,147CRYQ5,0.75,0,1,12,0.75
276,147CRYQ6,0.8333333333333334,0,1,12,0.8333333333333334
277,147CRYQ7,0.9166666666666666,0,1,12,0.9166666666666666
278,147CRYQ8,0.8333333333333334,0,1,12,0.8333333333333334
279,147CRYQ9,0.4166666666666667,0,1,12,0.4166666666666667
280,158CRYQ1,1.0,1,1,13,1.0
281,158CRYQ10,1.0,1,1,9,1.0
282,158CRYQ2,0.9090909090909091,0,1,11,0.9090909090909091
283,158CRYQ3,1.0,1,1,11,1.0
284,158CRYQ4,0.7272727272727273,0,1,11,0.7272727272727273
285,158CRYQ5,0.8181818181818182,0,1,11,0.8181818181818182
286,158CRYQ6,0.6363636363636364,0,1,11,0.6363636363636364
287,158CRYQ7,0.9090909090909091,0,1,11,0.9090909090909091
288,158CRYQ8,0.8181818181818182,0,1,11,0.8181818181818182
289,158CRYQ9,0.36363636363636365,0,1,11,0.36363636363636365
290,173CRYQ1,0.7155172413793104,0,1,116,0.7155172413793104
291,173CRYQ10,0.65,0,1,100,0.65
292,173CRYQ2,0.5370370370370371,0,1,108,0.5370370370370371
293,173CRYQ3,0.7222222222222222,0,1,108,0.7222222222222222
294,173CRYQ4,0.6666666666666666,0,1,108,0.6666666666666666
295,173CRYQ5,0.37962962962962965,0,1,108,0.37962962962962965
296,173CRYQ6,0.49074074074074076,0,1,108,0.49074074074074076
297,173CRYQ7,0.5092592592592593,0,1,108,0.5092592592592593
298,173CRYQ8,0.75,0,1,108,0.75
299,173CRYQ9,0.5277777777777778,0,1,108,0.5277777777777778
300,173FILQ1,0.7614678899082569,0,2,109,0.38073394495412843
301,173FILQ10,0.4050632911392405,0,2,79,0.20253164556962025
302,173FILQ2,0.5957446808510638,0,1,94,0.5957446808510638
303,173FILQ3,0.3191489361702128,0,1,94,0.3191489361702128
304,173FILQ4,0.6170212765957447,0,1,94,0.6170212765957447
305,173FILQ5,0.5425531914893617,0,1,94,0.5425531914893617
306,173FILQ6,0.3617021276595745,0,1,94,0.3617021276595745
307,173FILQ7,0.7978723404255319,0,1,94,0.7978723404255319
308,173FILQ8,0.5638297872340425,0,1,94,0.5638297872340425
309,173FILQ9,0.8404255319148937,0,2,94,0.42021276595744683
310,175CRYQ1,0.8506493506493507,0,1,154,0.8506493506493507
311,175CRYQ10,0.9076923076923077,0,1,130,0.9076923076923077
312,175CRYQ2,0.7887323943661971,0,1,142,0.7887323943661971
313,175CRYQ3,0.8943661971830986,0,1,142,0.8943661971830986
314,175CRYQ4,0.7887323943661971,0,1,142,0.7887323943661971
315,175CRYQ5,0.8873239436619719,0,1,142,0.8873239436619719
316,175CRYQ6,0.8098591549295775,0,1,142,0.8098591549295775
317,175CRYQ7,0.676056338028169,0,1,142,0.676056338028169
318,175CRYQ8,0.8732394366197183,0,1,142,0.8732394366197183
319,175CRYQ9,0.7816901408450704,0,1,142,0.7816901408450704
320,180CHRQ1,0.5123456790123457,0,2,162,0.25617283950617287
321,180CHRQ10,0.2962962962962963,0,2,108,0.14814814814814814
322,180CHRQ2,0.8962962962962963,0,2,135,0.44814814814814813
323,180CHRQ3,0.044444444444444446,0,1,135,0.044444444444444446
324,180CHRQ4,0.43703703703703706,0,1,135,0.43703703703703706
325,180CHRQ5,0.35555555555555557,0,1,135,0.35555555555555557
326,180CHRQ6,0.9111111111111111,0,1,135,0.9111111111111111
327,180CHRQ7,0.5481481481481482,0,1,135,0.5481481481481482
328,180CHRQ8,0.5481481481481482,0,1,135,0.5481481481481482
329,180CHRQ9,0.7037037037037037,0,1,135,0.7037037037037037
330,180MUSQ1,0.7708333333333334,0,1,96,0.7708333333333334
331,180MUSQ10,0.5657894736842105,0,1,76,0.5657894736842105
332,180MUSQ2,0.38372093023255816,0,1,86,0.38372093023255816
333,180MUSQ3,0.38372093023255816,0,1,86,0.38372093023255816
334,180MUSQ4,1.1395348837209303,0,2,86,0.5697674418604651
335,180MUSQ5,0.9767441860465116,0,1,86,0.9767441860465116
336,180MUSQ6,0.313953488372093,0,1,86,0.313953488372093
337,180MUSQ7,1.0,0,2,86,0.5
338,180MUSQ8,0.1744186046511628,0,1,86,0.1744186046511628
339,180MUSQ9,0.6046511627906976,0,1,86,0.6046511627906976
340,194CRYQ1,0.8541666666666666,0,1,48,0.8541666666666666
341,194CRYQ10,1.0,1,1,32,1.0
342,194CRYQ2,0.975,0,1,40,0.975
343,194CRYQ3,0.675,0,1,40,0.675
344,194CRYQ4,0.9,0,1,40,0.9
345,194CRYQ5,0.925,0,1,40,0.925
346,194CRYQ6,0.95,0,1,40,0.95
347,194CRYQ7,0.825,0,1,40,0.825
348,194CRYQ8,0.65,0,1,40,0.65
349,194CRYQ9,0.825,0,1,40,0.825
350,203CRYQ1,0.7828571428571428,0,1,175,0.7828571428571428
351,203CRYQ10,0.6422018348623854,0,1,109,0.6422018348623854
352,203CRYQ2,0.7535211267605634,0,1,142,0.7535211267605634
353,203CRYQ3,0.7323943661971831,0,1,142,0.7323943661971831
354,203CRYQ4,0.5985915492957746,0,1,142,0.5985915492957746
355,203CRYQ5,0.6549295774647887,0,1,142,0.6549295774647887
356,203CRYQ6,0.6971830985915493,0,1,142,0.6971830985915493
357,203CRYQ7,0.5915492957746479,0,1,142,0.5915492957746479
358,203CRYQ8,0.6267605633802817,0,1,142,0.6267605633802817
359,203CRYQ9,0.5211267605633803,0,1,142,0.5211267605633803
360,208TELQ1,0.8235294117647058,0,1,17,0.8235294117647058
361,208TELQ10,0.6666666666666666,0,1,9,0.6666666666666666
362,208TELQ2,0.9230769230769231,0,1,13,0.9230769230769231
363,208TELQ3,1.3846153846153846,0,2,13,0.6923076923076923
364,208TELQ4,0.6923076923076923,0,1,13,0.6923076923076923
365,208TELQ5,0.6923076923076923,0,1,13,0.6923076923076923
366,208TELQ6,0.6153846153846154,0,2,13,0.3076923076923077
367,208TELQ7,0.6153846153846154,0,1,13,0.6153846153846154
368,208TELQ8,0.8461538461538461,0,1,13,0.8461538461538461
369,208TELQ9,0.46153846153846156,0,1,13,0.46153846153846156
370,216CRYQ1,0.7575757575757576,0,1,33,0.7575757575757576
371,216CRYQ10,0.47058823529411764,0,1,17,0.47058823529411764
372,216CRYQ2,0.72,0,1,25,0.72
373,216CRYQ3,0.84,0,1,25,0.84
374,216CRYQ4,0.6,0,1,25,0.6
375,216CRYQ5,0.84,0,1,25,0.84
376,216CRYQ6,0.52,0,1,25,0.52
377,216CRYQ7,0.28,0,1,25,0.28
378,216CRYQ8,0.84,0,1,25,0.84
379,216CRYQ9,0.36,0,1,25,0.36
380,216SPOQ1,0.5882352941176471,0,1,17,0.5882352941176471
381,216SPOQ10,0.8888888888888888,0,1,9,0.8888888888888888
382,216SPOQ2,0.3076923076923077,0,2,13,0.15384615384615385
383,216SPOQ3,0.38461538461538464,0,1,13,0.38461538461538464
384,216SPOQ4,0.38461538461538464,0,1,13,0.38461538461538464
385,216SPOQ5,0.0,0,0,13,
386,216SPOQ6,0.46153846153846156,0,1,13,0.46153846153846156
387,216SPOQ7,0.6923076923076923,0,1,13,0.6923076923076923
388,216SPOQ8,0.8461538461538461,0,1,13,0.8461538461538461
389,216SPOQ9,0.7692307692307693,0,1,13,0.7692307692307693
390,219MUSQ1,0.2727272727272727,0,1,11,0.2727272727272727
391,219MUSQ10,0.6666666666666666,0,1,9,0.6666666666666666
392,219MUSQ2,0.2,0,1,10,0.2
393,219MUSQ3,0.6,0,1,10,0.6
394,219MUSQ4,0.5,0,1,10,0.5
395,219MUSQ5,0.8,0,1,10,0.8
396,219MUSQ6,1.2,0,2,10,0.6
397,219MUSQ7,0.2,0,1,10,0.2
398,219MUSQ8,0.1,0,1,10,0.1
399,219MUSQ9,0.3,0,1,10,0.3
400,220GEOQ1,1.0,1,1,11,1.0
401,220GEOQ10,0.3333333333333333,0,1,9,0.3333333333333333
402,220GEOQ2,0.4,0,1,10,0.4
403,220GEOQ3,0.5,0,1,10,0.5
404,220GEOQ4,0.5,0,1,10,0.5
405,220GEOQ5,0.6,0,1,10,0.6
406,220GEOQ6,0.2,0,1,10,0.2
407,220GEOQ7,0.8,0,1,10,0.8
408,220GEOQ8,0.4,0,1,10,0.4
409,220GEOQ9,0.4,0,1,10,0.4
410,220GRAQ1,0.2727272727272727,0,1,11,0.2727272727272727
411,220GRAQ10,0.2222222222222222,0,1,9,0.2222222222222222
412,220GRAQ2,0.0,0,0,10,
413,220GRAQ3,0.2,0,1,10,0.2
414,220GRAQ4,0.8,0,1,10,0.8
415,220GRAQ5,0.2,0,1,10,0.2
416,220GRAQ6,0.6,0,1,10,0.6
417,220GRAQ7,0.5,0,1,10,0.5
418,220GRAQ8,0.2,0,2,10,0.1
419,220GRAQ9,0.6,0,1,10,0.6
420,220MUSQ1,0.18181818181818182,0,1,11,0.18181818181818182
421,220MUSQ10,0.8888888888888888,0,1,9,0.8888888888888888
422,220MUSQ2,0.6,0,1,10,0.6
423,220MUSQ3,1.0,1,1,10,1.0
424,220MUSQ4,0.6,0,2,10,0.3
425,220MUSQ5,0.4,0,1,10,0.4
426,220MUSQ6,0.5,0,1,10,0.5
427,220MUSQ7,0.1,0,1,10,0.1
428,220MUSQ8,1.0,1,1,10,1.0
429,220MUSQ9,0.6,0,1,10,0.6
430,222ARTQ1,0.8636363636363636,0,1,22,0.8636363636363636
431,222ARTQ10,0.875,0,1,8,0.875
432,222ARTQ2,0.8666666666666667,0,1,15,0.8666666666666667
433,222ARTQ3,0.4,0,1,15,0.4
434,222ARTQ4,0.8,0,1,15,0.8
435,222ARTQ5,0.6666666666666666,0,1,15,0.6666666666666666
436,222ARTQ6,1.0,1,1,15,1.0
437,222ARTQ7,1.0,1,1,15,1.0
438,222ARTQ8,0.8666666666666667,0,1,15,0.8666666666666667
439,222ARTQ9,0.5333333333333333,0,1,15,0.5333333333333333
440,222FILQ1,0.6363636363636364,0,1,11,0.6363636363636364
441,222FILQ10,0.4444444444444444,0,1,9,0.4444444444444444
442,222FILQ2,0.9,0,1,10,0.9
443,222FILQ3,1.0,1,1,10,1.0
444,222FILQ4,1.0,0,2,10,0.5
445,222FILQ5,0.6,0,1,10,0.6
446,222FILQ6,0.3,0,1,10,0.3
447,222FILQ7,0.2,0,1,10,0.2
448,222FILQ8,0.5,0,1,10,0.5
449,222FILQ9,1.0,1,1,10,1.0
450,222MUSQ1,0.4827586206896552,0,1,29,0.4827586206896552
451,222MUSQ10,0.3333333333333333,0,1,9,0.3333333333333333
452,222MUSQ2,0.47368421052631576,0,1,19,0.47368421052631576
453,222MUSQ3,0.3684210526315789,0,1,19,0.3684210526315789
454,222MUSQ4,0.5263157894736842,0,1,19,0.5263157894736842
455,222MUSQ5,0.42105263157894735,0,1,19,0.42105263157894735
456,222MUSQ6,0.42105263157894735,0,1,19,0.42105263157894735
457,222MUSQ7,0.42105263157894735,0,1,19,0.42105263157894735
458,222MUSQ8,0.6842105263157895,0,1,19,0.6842105263157895
459,222MUSQ9,0.10526315789473684,0,1,19,0.10526315789473684
460,223CRYQ1,0.7364341085271318,0,1,129,0.7364341085271318
461,223CRYQ10,0.9052631578947369,0,1,95,0.9052631578947369
462,223CRYQ2,0.7142857142857143,0,1,112,0.7142857142857143
