,QRef,Mean,Min,Max,Count
1974,266HISQ5,0.42105263157894735,0,1,19
1975,266HISQ6,0.8421052631578947,0,1,19
1976,266HISQ7,0.8421052631578947,0,1,19
1977,266HISQ8,0.7894736842105263,0,1,19
1978,266HISQ9,0.8421052631578947,0,1,19
1979,266MUSQ1,0.7368421052631579,0,1,19
1980,266MUSQ10,0.3684210526315789,0,1,19
1981,266MUSQ2,0.7368421052631579,0,1,19
1982,266MUSQ3,1.0,1,1,19
1983,266MUSQ4,0.9473684210526315,0,1,19
1984,266MUSQ5,0.9473684210526315,0,1,19
1985,266MUSQ6,0.8421052631578947,0,1,19
1986,266MUSQ7,0.8947368421052632,0,1,19
1987,266MUSQ8,0.47368421052631576,0,1,19
1988,266MUSQ9,0.631578947368421,0,1,19
1989,266SCIQ1,0.9473684210526315,0,1,19
1990,266SCIQ10,0.5263157894736842,0,1,19
1991,266SCIQ2,0.7368421052631579,0,1,19
1992,266SCIQ3,0.5789473684210527,0,1,19
1993,266SCIQ4,0.7894736842105263,0,1,19
1994,266SCIQ5,0.631578947368421,0,1,19
1995,266SCIQ6,0.9473684210526315,0,1,19
1996,266SCIQ7,0.8947368421052632,0,1,19
1997,266SCIQ8,0.8947368421052632,0,1,19
1998,266SCIQ9,0.8421052631578947,0,1,19
1999,267FILQ1,0.42105263157894735,0,1,19
2000,267FILQ10,0.8421052631578947,0,1,19
2001,267FILQ2,0.15789473684210525,0,1,19
2002,267FILQ3,0.3157894736842105,0,1,19
2003,267FILQ4,0.5263157894736842,0,1,19
2004,267FILQ5,0.6842105263157895,0,2,19
2005,267FILQ6,0.42105263157894735,0,1,19
2006,267FILQ7,0.42105263157894735,0,1,19
2007,267FILQ8,0.3157894736842105,0,1,19
2008,267FILQ9,0.2631578947368421,0,1,19
2009,267GEOQ1,0.5789473684210527,0,1,19
2010,267GEOQ10,0.5263157894736842,0,1,19
2011,267GEOQ2,0.7894736842105263,0,1,19
2012,267GEOQ3,0.5789473684210527,0,1,19
2013,267GEOQ4,1.2105263157894737,0,2,19
2014,267GEOQ5,0.631578947368421,0,1,19
2015,267GEOQ6,0.7894736842105263,0,1,19
2016,267GEOQ7,0.47368421052631576,0,1,19
2017,267GEOQ8,0.47368421052631576,0,1,19
2018,267GEOQ9,0.6842105263157895,0,1,19
2019,267GRAQ1,0.6842105263157895,0,1,19
2020,267GRAQ10,0.3157894736842105,0,1,19
2021,267GRAQ2,0.8947368421052632,0,1,19
2022,267GRAQ3,0.2631578947368421,0,1,19
2023,267GRAQ4,0.5263157894736842,0,1,19
2024,267GRAQ5,0.7894736842105263,0,1,19
2025,267GRAQ6,0.2631578947368421,0,1,19
2026,267GRAQ7,0.8421052631578947,0,1,19
2027,267GRAQ8,0.42105263157894735,0,1,19
2028,267GRAQ9,0.7894736842105263,0,1,19
2029,267MUSQ1,0.7894736842105263,0,1,19
2030,267MUSQ10,0.7894736842105263,0,1,19
2031,267MUSQ2,1.105263157894737,0,2,19
2032,267MUSQ3,0.42105263157894735,0,1,19
2033,267MUSQ4,0.5789473684210527,0,1,19
2034,267MUSQ5,0.47368421052631576,0,1,19
2035,267MUSQ6,0.8947368421052632,0,1,19
2036,267MUSQ7,0.7894736842105263,0,1,19
2037,267MUSQ8,0.631578947368421,0,1,19
2038,267MUSQ9,0.42105263157894735,0,1,19
2039,267SPOQ1,0.5789473684210527,0,1,19
2040,267SPOQ10,0.7894736842105263,0,2,19
2041,267SPOQ2,0.631578947368421,0,1,19
2042,267SPOQ3,0.9473684210526315,0,1,19
2043,267SPOQ4,0.8947368421052632,0,1,19
2044,267SPOQ5,0.9473684210526315,0,1,19
2045,267SPOQ6,0.9473684210526315,0,1,19
2046,267SPOQ7,1.2105263157894737,0,2,19
2047,267SPOQ8,0.42105263157894735,0,1,19
2048,267SPOQ9,0.6842105263157895,0,1,19
2049,268FILQ1,0.9473684210526315,0,1,19
2050,268FILQ10,0.8947368421052632,0,1,19
2051,268FILQ2,0.5789473684210527,0,1,19
2052,268FILQ3,0.6842105263157895,0,1,19
2053,268FILQ4,0.47368421052631576,0,1,19
2054,268FILQ5,0.7368421052631579,0,1,19
2055,268FILQ6,0.8421052631578947,0,1,19
2056,268FILQ7,0.3684210526315789,0,1,19
2057,268FILQ8,0.5263157894736842,0,1,19
2058,268FILQ9,0.9473684210526315,0,1,19
2059,268FOOQ1,0.8421052631578947,0,1,19
2060,268FOOQ10,0.3684210526315789,0,1,19
2061,268FOOQ2,0.7894736842105263,0,1,19
2062,268FOOQ3,0.8421052631578947,0,1,19
2063,268FOOQ4,0.8947368421052632,0,1,19
2064,268FOOQ5,0.5263157894736842,0,1,19
2065,268FOOQ6,0.2631578947368421,0,1,19
2066,268FOOQ7,0.7894736842105263,0,1,19
2067,268FOOQ8,0.2631578947368421,0,1,19
2068,268FOOQ9,0.5263157894736842,0,1,19
2069,268GRAQ1,0.9473684210526315,0,2,19
2070,268GRAQ10,0.8421052631578947,0,1,19
2071,268GRAQ2,0.9473684210526315,0,1,19
2072,268GRAQ3,0.5263157894736842,0,1,19
2073,268GRAQ4,0.3157894736842105,0,1,19
2074,268GRAQ5,0.7368421052631579,0,1,19
2075,268GRAQ6,0.5263157894736842,0,1,19
2076,268GRAQ7,0.7894736842105263,0,1,19
2077,268GRAQ8,0.15789473684210525,0,1,19
2078,268GRAQ9,0.7894736842105263,0,1,19
2079,268MUSQ1,0.7368421052631579,0,1,19
2080,268MUSQ10,0.5263157894736842,0,1,19
2081,268MUSQ2,0.7368421052631579,0,1,19
2082,268MUSQ3,0.7368421052631579,0,1,19
2083,268MUSQ4,0.6842105263157895,0,1,19
2084,268MUSQ5,0.7368421052631579,0,1,19
2085,268MUSQ6,0.631578947368421,0,1,19
2086,268MUSQ7,0.42105263157894735,0,1,19
2087,268MUSQ8,0.42105263157894735,0,1,19
2088,268MUSQ9,0.8947368421052632,0,2,19
2089,268SCIQ1,0.2631578947368421,0,1,19
2090,268SCIQ10,0.7368421052631579,0,1,19
2091,268SCIQ2,0.42105263157894735,0,1,19
2092,268SCIQ3,0.7894736842105263,0,1,19
2093,268SCIQ4,0.21052631578947367,0,1,19
2094,268SCIQ5,0.6842105263157895,0,1,19
2095,268SCIQ6,0.7368421052631579,0,1,19
2096,268SCIQ7,0.5263157894736842,0,1,19
2097,268SCIQ8,0.631578947368421,0,1,19
2098,268SCIQ9,0.3684210526315789,0,2,19
2099,269ARTQ1,0.7368421052631579,0,1,19
2100,269ARTQ10,0.7777777777777778,0,1,9
2101,269ARTQ2,1.0588235294117647,0,2,17
2102,269ARTQ3,0.5882352941176471,0,1,17
2103,269ARTQ4,0.7647058823529411,0,1,17
2104,269ARTQ5,0.7058823529411765,0,1,17
2105,269ARTQ6,0.7647058823529411,0,1,17
2106,269ARTQ7,0.7647058823529411,0,1,17
2107,269ARTQ8,0.8823529411764706,0,1,17
2108,269ARTQ9,0.6470588235294118,0,1,17
2109,269FILQ1,1.4736842105263157,0,2,19
2110,269FILQ10,0.6842105263157895,0,2,19
2111,269FILQ2,0.8421052631578947,0,1,19
2112,269FILQ3,0.6842105263157895,0,1,19
2113,269FILQ4,0.8421052631578947,0,1,19
2114,269FILQ5,0.9473684210526315,0,1,19
2115,269FILQ6,0.7894736842105263,0,1,19
2116,269FILQ7,0.9473684210526315,0,1,19
2117,269FILQ8,0.631578947368421,0,1,19
2118,269FILQ9,0.7894736842105263,0,1,19
2119,269GEOQ1,0.7368421052631579,0,1,19
2120,269GEOQ10,0.8421052631578947,0,1,19
2121,269GEOQ2,0.7368421052631579,0,1,19
2122,269GEOQ3,0.6842105263157895,0,1,19
2123,269GEOQ4,0.7894736842105263,0,1,19
2124,269GEOQ5,0.8947368421052632,0,1,19
2125,269GEOQ6,0.7368421052631579,0,1,19
2126,269GEOQ7,1.4210526315789473,0,2,19
2127,269GEOQ8,0.9473684210526315,0,1,19
2128,269GEOQ9,0.5263157894736842,0,1,19
2129,269GRAQ1,0.9473684210526315,0,1,19
2130,269GRAQ10,0.6842105263157895,0,1,19
2131,269GRAQ2,0.631578947368421,0,1,19
2132,269GRAQ3,0.8421052631578947,0,1,19
2133,269GRAQ4,0.7894736842105263,0,1,19
2134,269GRAQ5,0.15789473684210525,0,1,19
2135,269GRAQ6,0.7368421052631579,0,1,19
2136,269GRAQ7,0.9473684210526315,0,1,19
2137,269GRAQ8,0.8947368421052632,0,1,19
2138,269GRAQ9,1.368421052631579,0,2,19
2139,269HISQ1,0.5263157894736842,0,1,19
2140,269HISQ10,0.9473684210526315,0,1,19
2141,269HISQ2,0.7368421052631579,0,1,19
2142,269HISQ3,0.8421052631578947,0,1,19
2143,269HISQ4,0.8421052631578947,0,1,19
2144,269HISQ5,0.7894736842105263,0,1,19
2145,269HISQ6,0.5789473684210527,0,1,19
2146,269HISQ7,0.6842105263157895,0,1,19
2147,269HISQ8,0.05263157894736842,0,1,19
2148,269HISQ9,0.6842105263157895,0,1,19
2149,269MUSQ1,0.7894736842105263,0,1,19
2150,269MUSQ10,0.8947368421052632,0,1,19
2151,269MUSQ2,0.5263157894736842,0,1,19
2152,269MUSQ3,0.631578947368421,0,1,19
2153,269MUSQ4,0.7894736842105263,0,1,19
2154,269MUSQ5,0.8947368421052632,0,1,19
2155,269MUSQ6,0.5789473684210527,0,1,19
2156,269MUSQ7,0.7894736842105263,0,1,19
2157,269MUSQ8,0.5263157894736842,0,1,19
2158,269MUSQ9,0.5789473684210527,0,1,19
2159,270ARTQ1,0.5263157894736842,0,1,19
2160,270ARTQ10,0.9473684210526315,0,1,19
2161,270ARTQ2,0.7894736842105263,0,2,19
2162,270ARTQ3,0.6842105263157895,0,1,19
2163,270ARTQ4,0.7368421052631579,0,1,19
2164,270ARTQ5,0.6842105263157895,0,1,19
2165,270ARTQ6,1.0,1,1,19
2166,270ARTQ7,0.8947368421052632,0,1,19
2167,270ARTQ8,0.9473684210526315,0,1,19
2168,270ARTQ9,0.631578947368421,0,1,19
2169,270FILQ1,0.6842105263157895,0,1,19
2170,270FILQ10,0.6842105263157895,0,1,19
2171,270FILQ2,1.1578947368421053,0,2,19
2172,270FILQ3,0.2631578947368421,0,1,19
2173,270FILQ4,0.6842105263157895,0,1,19
2174,270FILQ5,0.7368421052631579,0,1,19
2175,270FILQ6,0.7368421052631579,0,1,19
2176,270FILQ7,0.8947368421052632,0,1,19
2177,270FILQ8,0.5789473684210527,0,1,19
2178,270FILQ9,0.7368421052631579,0,1,19
2179,270GRAQ1,0.6842105263157895,0,1,19
2180,270GRAQ10,0.631578947368421,0,1,19
2181,270GRAQ2,0.2631578947368421,0,1,19
2182,270GRAQ3,0.7368421052631579,0,1,19
2183,270GRAQ4,0.8947368421052632,0,1,19
2184,270GRAQ5,0.8421052631578947,0,1,19
2185,270GRAQ6,0.6842105263157895,0,1,19
2186,270GRAQ7,0.8421052631578947,0,1,19
2187,270GRAQ8,0.631578947368421,0,1,19
2188,270GRAQ9,0.8947368421052632,0,1,19
2189,270MUSQ1,0.7894736842105263,0,1,19
2190,270MUSQ10,0.8947368421052632,0,1,19
2191,270MUSQ2,0.3684210526315789,0,1,19
2192,270MUSQ3,0.5789473684210527,0,1,19
2193,270MUSQ4,0.7894736842105263,0,1,19
2194,270MUSQ5,0.5789473684210527,0,1,19
2195,270MUSQ6,0.7368421052631579,0,1,19
2196,270MUSQ7,0.6842105263157895,0,1,19
2197,270MUSQ8,0.7894736842105263,0,1,19
2198,270MUSQ9,0.6842105263157895,0,1,19
2199,270SPOQ1,0.631578947368421,0,1,19
2200,270SPOQ10,0.42105263157894735,0,1,19
2201,270SPOQ2,0.7368421052631579,0,1,19
2202,270SPOQ3,0.5263157894736842,0,1,19
2203,270SPOQ4,0.5789473684210527,0,1,19
2204,270SPOQ5,0.3157894736842105,0,1,19
2205,270SPOQ6,0.8947368421052632,0,1,19
2206,270SPOQ7,0.8421052631578947,0,1,19
2207,270SPOQ8,0.7368421052631579,0,1,19
2208,270SPOQ9,0.5263157894736842,0,1,19
2209,271FILQ1,0.8421052631578947,0,1,19
2210,271FILQ10,0.7894736842105263,0,1,19
2211,271FILQ2,0.7894736842105263,0,2,19
2212,271FILQ3,0.7368421052631579,0,1,19
2213,271FILQ4,0.42105263157894735,0,1,19
2214,271FILQ5,0.631578947368421,0,1,19
2215,271FILQ6,0.8421052631578947,0,2,19
2216,271FILQ7,0.6842105263157895,0,1,19
2217,271FILQ8,0.6842105263157895,0,1,19
2218,271FILQ9,0.2631578947368421,0,1,19
2219,271FOOQ1,0.7894736842105263,0,1,19
2220,271FOOQ10,0.631578947368421,0,1,19
2221,271FOOQ2,0.8421052631578947,0,1,19
2222,271FOOQ3,1.0,1,1,19
2223,271FOOQ4,1.0,1,1,19
2224,271FOOQ5,0.42105263157894735,0,1,19
2225,271FOOQ6,0.8421052631578947,0,1,19
2226,271FOOQ7,0.8947368421052632,0,1,19
2227,271FOOQ8,1.5263157894736843,0,2,19
2228,271FOOQ9,0.8421052631578947,0,1,19
2229,271GEOQ1,0.7368421052631579,0,1,19
2230,271GEOQ10,0.7368421052631579,0,1,19
2231,271GEOQ2,0.3684210526315789,0,1,19
2232,271GEOQ3,0.5789473684210527,0,1,19
2233,271GEOQ4,0.631578947368421,0,1,19
2234,271GEOQ5,0.8421052631578947,0,1,19
2235,271GEOQ6,0.7368421052631579,0,1,19
2236,271GEOQ7,0.7368421052631579,0,1,19
2237,271GEOQ8,0.6842105263157895,0,1,19
2238,271GEOQ9,0.6842105263157895,0,1,19
2239,271GRAQ1,0.5789473684210527,0,1,19
2240,271GRAQ10,0.7894736842105263,0,1,19
2241,271GRAQ2,0.5789473684210527,0,1,19
2242,271GRAQ3,0.8421052631578947,0,1,19
2243,271GRAQ4,0.5789473684210527,0,1,19
2244,271GRAQ5,0.3157894736842105,0,1,19
2245,271GRAQ6,0.47368421052631576,0,1,19
2246,271GRAQ7,0.7894736842105263,0,1,19
2247,271GRAQ8,0.7894736842105263,0,1,19
2248,271GRAQ9,0.5789473684210527,0,1,19
2249,271MUSQ1,0.8947368421052632,0,1,19
2250,271MUSQ10,0.5263157894736842,0,1,19
2251,271MUSQ2,1.0,1,1,19
2252,271MUSQ3,0.7368421052631579,0,1,19
2253,271MUSQ4,0.5789473684210527,0,1,19
2254,271MUSQ5,0.3684210526315789,0,1,19
2255,271MUSQ6,0.8947368421052632,0,1,19
2256,271MUSQ7,0.5263157894736842,0,1,19
2257,271MUSQ8,0.7894736842105263,0,1,19
2258,271MUSQ9,0.5789473684210527,0,1,19
2259,272FILQ1,0.6842105263157895,0,1,19
2260,272FILQ10,0.7368421052631579,0,1,19
2261,272FILQ2,0.5263157894736842,0,1,19
2262,272FILQ3,0.5789473684210527,0,1,19
2263,272FILQ4,0.7894736842105263,0,1,19
2264,272FILQ5,0.7368421052631579,0,2,19
2265,272FILQ6,0.8421052631578947,0,1,19
2266,272FILQ7,0.6842105263157895,0,1,19
2267,272FILQ8,0.6842105263157895,0,1,19
2268,272FILQ9,0.7368421052631579,0,1,19
2269,272GRAQ1,0.6842105263157895,0,1,19
2270,272GRAQ10,1.0,1,1,19
2271,272GRAQ2,0.9473684210526315,0,1,19
2272,272GRAQ3,0.6842105263157895,0,1,19
2273,272GRAQ4,0.6842105263157895,0,1,19
2274,272GRAQ5,0.3157894736842105,0,1,19
2275,272GRAQ6,0.8421052631578947,0,1,19
2276,272GRAQ7,0.8421052631578947,0,1,19
2277,272GRAQ8,0.9473684210526315,0,1,19
2278,272GRAQ9,0.3157894736842105,0,1,19
2279,272HISQ1,0.7368421052631579,0,2,19
2280,272HISQ10,0.7894736842105263,0,1,19
2281,272HISQ2,0.7894736842105263,0,1,19
2282,272HISQ3,0.2631578947368421,0,1,19
2283,272HISQ4,0.7368421052631579,0,1,19
2284,272HISQ5,0.631578947368421,0,1,19
2285,272HISQ6,0.631578947368421,0,1,19
2286,272HISQ7,0.9473684210526315,0,1,19
2287,272HISQ8,0.9473684210526315,0,1,19
2288,272HISQ9,0.631578947368421,0,1,19
2289,272MUSQ1,0.6842105263157895,0,1,19
2290,272MUSQ10,0.2631578947368421,0,1,19
2291,272MUSQ2,0.5263157894736842,0,1,19
2292,272MUSQ3,0.5263157894736842,0,1,19
2293,272MUSQ4,0.9473684210526315,0,1,19
2294,272MUSQ5,0.5263157894736842,0,1,19
2295,272MUSQ6,0.8421052631578947,0,1,19
2296,272MUSQ7,0.7894736842105263,0,1,19
2297,272MUSQ8,0.7368421052631579,0,1,19
2298,272MUSQ9,0.5263157894736842,0,2,19
2299,272SCIQ1,0.6842105263157895,0,1,19
2300,272SCIQ10,0.8421052631578947,0,1,19
2301,272SCIQ2,0.9473684210526315,0,1,19
2302,272SCIQ3,0.9473684210526315,0,1,19
2303,272SCIQ4,0.15789473684210525,0,1,19
2304,272SCIQ5,0.7368421052631579,0,1,19
2305,272SCIQ6,0.2631578947368421,0,1,19
2306,272SCIQ7,0.9473684210526315,0,1,19
2307,272SCIQ8,0.3684210526315789,0,1,19
2308,272SCIQ9,0.9473684210526315,0,1,19
2309,273FILQ1,0.8421052631578947,0,1,19
2310,273FILQ10,0.7368421052631579,0,1,19
2311,273FILQ2,0.7894736842105263,0,1,19
2312,273FILQ3,1.0,1,1,19
2313,273FILQ4,1.5263157894736843,1,2,19
2314,273FILQ5,0.6842105263157895,0,1,19
2315,273FILQ6,0.3684210526315789,0,1,19
2316,273FILQ7,0.8421052631578947,0,1,19
2317,273FILQ8,0.9473684210526315,0,1,19
2318,273FILQ9,0.6842105263157895,0,1,19
2319,273FOOQ1,0.6842105263157895,0,1,19
2320,273FOOQ10,0.7894736842105263,0,1,19
2321,273FOOQ2,0.8421052631578947,0,1,19
2322,273FOOQ3,0.42105263157894735,0,1,19
2323,273FOOQ4,0.15789473684210525,0,1,19
2324,273FOOQ5,0.6842105263157895,0,1,19
2325,273FOOQ6,0.631578947368421,0,1,19
2326,273FOOQ7,0.2631578947368421,0,1,19
2327,273FOOQ8,0.6842105263157895,0,1,19
2328,273FOOQ9,1.3157894736842106,0,2,19
2329,273GEOQ1,0.9473684210526315,0,2,19
2330,273GEOQ10,0.631578947368421,0,2,19
2331,273GEOQ2,0.6842105263157895,0,1,19
2332,273GEOQ3,0.5263157894736842,0,1,19
2333,273GEOQ4,1.6842105263157894,0,2,19
2334,273GEOQ5,0.5789473684210527,0,1,19
2335,273GEOQ6,0.7368421052631579,0,1,19
2336,273GEOQ7,0.3684210526315789,0,1,19
2337,273GEOQ8,0.8947368421052632,0,1,19
2338,273GEOQ9,0.6842105263157895,0,1,19
2339,273GRAQ1,0.47368421052631576,0,1,19
2340,273GRAQ10,0.21052631578947367,0,1,19
2341,273GRAQ2,0.47368421052631576,0,1,19
2342,273GRAQ3,0.8421052631578947,0,1,19
2343,273GRAQ4,0.7894736842105263,0,1,19
2344,273GRAQ5,0.47368421052631576,0,1,19
2345,273GRAQ6,0.631578947368421,0,1,19
2346,273GRAQ7,0.631578947368421,0,1,19
2347,273GRAQ8,0.6842105263157895,0,1,19
2348,273GRAQ9,0.6842105263157895,0,1,19
2349,273MUSQ1,0.3684210526315789,0,1,19
2350,273MUSQ10,0.21052631578947367,0,1,19
2351,273MUSQ2,0.6842105263157895,0,1,19
2352,273MUSQ3,0.3157894736842105,0,1,19
2353,273MUSQ4,0.8947368421052632,0,1,19
2354,273MUSQ5,0.8421052631578947,0,1,19
2355,273MUSQ6,0.8947368421052632,0,1,19
2356,273MUSQ7,0.3157894736842105,0,1,19
2357,273MUSQ8,0.10526315789473684,0,1,19
2358,273MUSQ9,0.7368421052631579,0,1,19
2359,274ARTQ1,1.0,0,2,19
2360,274ARTQ10,0.15789473684210525,0,1,19
2361,274ARTQ2,0.3157894736842105,0,1,19
2362,274ARTQ3,0.8421052631578947,0,1,19
2363,274ARTQ4,0.631578947368421,0,1,19
2364,274ARTQ5,0.3157894736842105,0,1,19
2365,274ARTQ6,0.47368421052631576,0,1,19
2366,274ARTQ7,1.631578947368421,0,2,19
2367,274ARTQ8,0.7368421052631579,0,1,19
2368,274ARTQ9,0.3157894736842105,0,1,19
2369,274FILQ1,0.9473684210526315,0,1,19
2370,274FILQ10,0.8421052631578947,0,1,19
2371,274FILQ2,0.05263157894736842,0,1,19
2372,274FILQ3,0.7894736842105263,0,1,19
2373,274FILQ4,0.9473684210526315,0,1,19
2374,274FILQ5,0.9473684210526315,0,1,19
2375,274FILQ6,0.5789473684210527,0,1,19
2376,274FILQ7,0.5263157894736842,0,1,19
2377,274FILQ8,0.7894736842105263,0,1,19
2378,274FILQ9,0.7368421052631579,0,1,19
2379,274GRAQ1,0.42105263157894735,0,1,19
2380,274GRAQ10,0.05263157894736842,0,1,19
2381,274GRAQ2,0.9473684210526315,0,2,19
2382,274GRAQ3,0.5263157894736842,0,1,19
2383,274GRAQ4,0.3157894736842105,0,1,19
2384,274GRAQ5,0.42105263157894735,0,1,19
2385,274GRAQ6,0.2631578947368421,0,1,19
2386,274GRAQ7,0.47368421052631576,0,1,19
2387,274GRAQ8,0.5263157894736842,0,1,19
2388,274GRAQ9,0.2631578947368421,0,1,19
2389,274MUSQ1,0.5263157894736842,0,1,19
2390,274MUSQ10,0.47368421052631576,0,1,19
2391,274MUSQ2,0.6842105263157895,0,1,19
2392,274MUSQ3,1.0,1,1,19
2393,274MUSQ4,0.6842105263157895,0,1,19
2394,274MUSQ5,0.5789473684210527,0,1,19
2395,274MUSQ6,0.6842105263157895,0,1,19
2396,274MUSQ7,0.8421052631578947,0,1,19
2397,274MUSQ8,0.9473684210526315,0,1,19
2398,274MUSQ9,0.3684210526315789,0,1,19
2399,274SPOQ1,0.9473684210526315,0,1,19
2400,274SPOQ10,0.9473684210526315,0,1,19
2401,274SPOQ2,0.6842105263157895,0,1,19
2402,274SPOQ3,1.3157894736842106,0,2,19
2403,274SPOQ4,0.15789473684210525,0,1,19
2404,274SPOQ5,0.8421052631578947,0,1,19
2405,274SPOQ6,0.5263157894736842,0,1,19
2406,274SPOQ7,0.5263157894736842,0,1,19
2407,274SPOQ8,0.8947368421052632,0,1,19
2408,274SPOQ9,0.631578947368421,0,1,19
2409,275FILQ1,0.8421052631578947,0,1,19
2410,275FILQ10,0.7368421052631579,0,1,19
2411,275FILQ2,0.8421052631578947,0,1,19
2412,275FILQ3,0.2631578947368421,0,1,19
2413,275FILQ4,0.5789473684210527,0,1,19
2414,275FILQ5,0.8947368421052632,0,1,19
2415,275FILQ6,0.7368421052631579,0,1,19
2416,275FILQ7,0.42105263157894735,0,1,19
2417,275FILQ8,1.3157894736842106,0,2,19
2418,275FILQ9,0.42105263157894735,0,1,19
2419,275GEOQ1,0.8421052631578947,0,1,19
2420,275GEOQ10,0.42105263157894735,0,1,19
2421,275GEOQ2,0.47368421052631576,0,1,19
2422,275GEOQ3,0.631578947368421,0,1,19
2423,275GEOQ4,0.2631578947368421,0,1,19
2424,275GEOQ5,0.5789473684210527,0,1,19
2425,275GEOQ6,0.631578947368421,0,1,19
2426,275GEOQ7,0.5263157894736842,0,1,19
2427,275GEOQ8,0.8421052631578947,0,1,19
2428,275GEOQ9,1.3157894736842106,1,2,19
2429,275GRAQ1,0.5789473684210527,0,1,19
2430,275GRAQ10,0.5789473684210527,0,1,19
2431,275GRAQ2,0.7894736842105263,0,1,19
2432,275GRAQ3,0.631578947368421,0,1,19
2433,275GRAQ4,0.8421052631578947,0,1,19
2434,275GRAQ5,0.631578947368421,0,1,19
2435,275GRAQ6,0.7368421052631579,0,1,19
2436,275GRAQ7,0.7894736842105263,0,1,19
2437,275GRAQ8,0.47368421052631576,0,1,19
2438,275GRAQ9,0.7368421052631579,0,1,19
2439,275MUSQ1,0.10526315789473684,0,1,19
2440,275MUSQ10,0.21052631578947367,0,1,19
2441,275MUSQ2,0.8421052631578947,0,1,19
2442,275MUSQ3,0.42105263157894735,0,1,19
2443,275MUSQ4,1.0,1,1,19
2444,275MUSQ5,0.21052631578947367,0,1,19
2445,275MUSQ6,0.8421052631578947,0,1,19
2446,275MUSQ7,0.5789473684210527,0,1,19
2447,275MUSQ8,0.47368421052631576,0,1,19
2448,275MUSQ9,0.5263157894736842,0,1,19
2449,275SCIQ1,0.631578947368421,0,1,19
2450,275SCIQ10,0.2631578947368421,0,1,19
2451,275SCIQ2,0.6842105263157895,0,1,19
2452,275SCIQ3,0.5789473684210527,0,1,19
2453,275SCIQ4,0.631578947368421,0,1,19
2454,275SCIQ5,0.7368421052631579,0,1,19
2455,275SCIQ6,0.7368421052631579,0,1,19
2456,275SCIQ7,0.8421052631578947,0,1,19
2457,275SCIQ8,0.7894736842105263,0,1,19
2458,275SCIQ9,0.42105263157894735,0,1,19
2459,276FIL10,1.0,1,1,1
2460,276FIL11,1.0,1,1,1
2461,276FIL21,1.0,1,1,1
2462,276FIL31,1.0,1,1,1
2463,276FIL40,0.0,0,0,1
2464,276FIL51,1.0,1,1,1
2465,276FIL61,1.0,1,1,1
2466,276FIL70,0.0,0,0,1
2467,276FIL81,1.0,1,1,1
2468,276FIL90,0.0,0,0,1
2469,276FILQ1,0.8947368421052632,0,1,19
2470,276FILQ10,1.0,1,1,19
2471,276FILQ2,0.9473684210526315,0,1,19
2472,276FILQ3,0.7368421052631579,0,1,19
2473,276FILQ4,0.5789473684210527,0,1,19
2474,276FILQ5,0.9473684210526315,0,1,19
2475,276FILQ6,0.8947368421052632,0,1,19
2476,276FILQ7,0.47368421052631576,0,1,19
2477,276FILQ8,0.8947368421052632,0,1,19
2478,276FILQ9,0.47368421052631576,0,1,19
2479,276FOOQ1,0.8421052631578947,0,1,19
2480,276FOOQ10,0.7894736842105263,0,1,19
2481,276FOOQ2,0.7368421052631579,0,1,19
2482,276FOOQ3,0.47368421052631576,0,1,19
2483,276FOOQ4,0.8947368421052632,0,1,19
2484,276FOOQ5,0.5789473684210527,0,1,19
2485,276FOOQ6,0.3157894736842105,0,1,19
2486,276FOOQ7,0.631578947368421,0,1,19
2487,276FOOQ8,0.6842105263157895,0,1,19
2488,276FOOQ9,0.3684210526315789,0,1,19
2489,276GRAQ1,0.6842105263157895,0,1,19
2490,276GRAQ10,0.5789473684210527,0,1,19
2491,276GRAQ2,0.42105263157894735,0,1,19
2492,276GRAQ3,0.7368421052631579,0,1,19
2493,276GRAQ4,1.0,0,2,19
2494,276GRAQ5,0.8421052631578947,0,1,19
2495,276GRAQ6,0.8421052631578947,0,1,19
2496,276GRAQ7,0.6842105263157895,0,1,19
2497,276GRAQ8,0.6842105263157895,0,1,19
2498,276GRAQ9,0.8421052631578947,0,1,19
2499,276MUSQ1,0.8421052631578947,0,1,19
2500,276MUSQ10,0.6842105263157895,0,1,19
2501,276MUSQ2,0.7368421052631579,0,1,19
2502,276MUSQ3,0.9473684210526315,0,1,19
2503,276MUSQ4,0.7894736842105263,0,1,19
2504,276MUSQ5,0.8421052631578947,0,1,19
2505,276MUSQ6,0.6842105263157895,0,1,19
2506,276MUSQ7,0.8947368421052632,0,1,19
2507,276MUSQ8,0.7368421052631579,0,1,19
2508,276MUSQ9,0.8947368421052632,0,1,19
2509,276SPOQ1,0.7368421052631579,0,1,19
2510,276SPOQ10,0.7368421052631579,0,1,19
2511,276SPOQ2,1.5263157894736843,0,2,19
2512,276SPOQ3,0.7368421052631579,0,1,19
2513,276SPOQ4,0.42105263157894735,0,1,19
2514,276SPOQ5,0.21052631578947367,0,1,19
2515,276SPOQ6,0.47368421052631576,0,1,19
2516,276SPOQ7,0.631578947368421,0,1,19
2517,276SPOQ8,0.3684210526315789,0,1,19
2518,276SPOQ9,1.631578947368421,0,2,19
2519,277FILQ1,0.7894736842105263,0,1,19
2520,277FILQ10,0.7368421052631579,0,1,19
2521,277FILQ2,1.0,0,2,19
2522,277FILQ3,0.42105263157894735,0,1,19
